ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,TotalDonations
jack.allen1059@community.org,Jack,Allen,5/17/98 0:00,participant,participant123,801-853-6278,Sandy,UT,84004,Tech Apprenticeship,Arts,641
zoey.davis1068@learners.net,Zoey,Davis,12/10/10 0:00,participant,participant123,801-520-7229,St. George,UT,84874,Art Studio,STEM,1328.4
bella.brown1069@studentmail.org,Bella,Brown,3/27/13 0:00,participant,participant123,801-527-6980,Bountiful,UT,84434,Startup Lab,STEM,
james.jones1076@learners.net,James,Jones,10/31/06 0:00,participant,participant123,801-399-9978,Murray,UT,84714,East Ridge Middle,STEM,
zoey.white1096@studentmail.org,Zoey,White,9/23/07 0:00,participant,participant123,801-357-6183,Taylorsville,UT,84842,SLCC,STEM,
hannah.nguyen1140@ellarises.org,Hannah,Nguyen,10/22/03 0:00,participant,participant123,801-715-9602,Pleasant Grove,UT,84467,BYU,STEM,1134.92
eleanor.johnson1145@ellarises.org,Eleanor,Johnson,1/18/12 0:00,participant,participant123,801-869-5216,Bountiful,UT,84969,Tech Apprenticeship,Both,
grace.lewis1146@studentmail.org,Grace,Lewis,6/29/01 0:00,participant,participant123,801-408-7479,Lehi,UT,84276,Mountain View High,STEM,
stella.lee1163@community.org,Stella,Lee,7/1/11 0:00,participant,participant123,801-910-7782,Taylorsville,UT,84493,Retail Store,Both,
victoria.garcia1166@studentmail.org,Victoria,Garcia,2/16/06 0:00,participant,participant123,801-408-1281,Draper,UT,84003,Cafe Rio,Arts,
